zip_code,total,non_hispanic_tot,Not Hispanic or Latino householder: - Householder who is White alone,Not Hispanic or Latino householder: - Householder who is Black or African American alone,Not Hispanic or Latino householder: - Householder who is American Indian and Alaska Native alone,Not Hispanic or Latino householder: - Householder who is Asian alone,Not Hispanic or Latino householder: - Householder who is Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino householder: - Householder who is Some other race alone,Not Hispanic or Latino householder: - Householder who is Two or more races,hispanic_tot,Hispanic or Latino householder: - Householder who is White alone,Hispanic or Latino householder: - Householder who is Black or African American alone,Hispanic or Latino householder: - Householder who is American Indian and Alaska Native alone,Hispanic or Latino householder: - Householder who is Asian alone,Hispanic or Latino householder: - Householder who is Native Hawaiian and Other Pacific Islander alone,Hispanic or Latino householder: - Householder who is Some other race alone,Hispanic or Latino householder: - Householder who is Two or more races,Id_zip,per_capita_income_2017_estimate,per_capita_income_2017_margin,white_tot,black_tot,indian_tot,asian_tot,native_tot,other_tot,mixed_tot
55112,16844,16633,15519,364,80,494,7,15,154,211,107,4,2,3,0,75,20,8600000US55112,34757.0,1164.0,16844,15626,368,82,497,7,90
31032,3809,3792,2952,809,8,7,0,2,14,17,4,4,0,0,0,8,1,8600000US31032,28746.0,3518.0,3809,2956,813,8,7,0,10
84094,8316,8005,7695,37,24,157,24,3,65,311,170,3,4,1,1,116,16,8600000US84094,28776.0,1120.0,8316,7865,40,28,158,25,119
90803,17677,16211,14701,367,60,648,21,38,376,1466,843,6,31,16,2,455,113,8600000US90803,64467.0,3991.0,17677,15544,373,91,664,23,493
98102,12434,12030,10498,409,83,669,20,37,314,404,234,13,8,4,2,104,39,8600000US98102,71933.0,4498.0,12434,10732,422,91,673,22,141
05301,7154,7084,6854,45,19,64,2,9,91,70,47,3,0,0,0,11,9,8600000US05301,29748.0,1430.0,7154,6901,48,19,64,2,20
07452,3977,3896,3611,62,2,202,1,2,16,81,68,1,1,0,0,8,3,8600000US07452,69832.0,7832.0,3977,3679,63,3,202,1,10
19966,7629,7509,6355,895,159,39,0,10,51,120,49,9,3,1,0,51,7,8600000US19966,27689.0,1349.0,7629,6404,904,162,40,0,61
35020,12199,12086,3450,8516,26,13,1,4,76,113,33,36,4,1,0,32,7,8600000US35020,15722.0,1003.0,12199,3483,8552,30,14,1,36
80634,15545,13760,13320,75,52,149,12,12,140,1785,868,6,32,2,0,783,94,8600000US80634,32016.0,1534.0,15545,14188,81,84,151,12,795
60450,7356,7093,6998,16,13,27,0,1,38,263,160,0,1,0,0,83,19,8600000US60450,34369.0,2126.0,7356,7158,16,14,27,0,84
91765,14662,12430,5856,783,26,5419,18,18,310,2232,1272,9,24,19,1,781,126,8600000US91765,36864.0,1764.0,14662,7128,792,50,5438,19,799
75060,14876,10836,9170,775,103,608,10,9,161,4040,2027,12,21,6,3,1742,229,8600000US75060,19540.0,849.0,14876,11197,787,124,614,13,1751
85382,14581,13902,13301,252,48,181,5,5,110,679,392,6,5,3,1,228,44,8600000US85382,31582.0,1121.0,14581,13693,258,53,184,6,233
34110,7327,7149,7069,35,6,16,2,2,19,178,135,1,2,1,0,27,12,8600000US34110,54060.0,4528.0,7327,7204,36,8,17,2,29
34608,9677,9168,8855,200,12,51,0,5,45,509,392,13,2,1,0,76,25,8600000US34608,20794.0,974.0,9677,9247,213,14,52,0,81
28540,15860,15115,11146,3375,104,188,18,17,267,745,310,36,10,7,2,314,66,8600000US28540,22457.0,1036.0,15860,11456,3411,114,195,20,331
91303,7537,4310,3061,369,21,643,7,21,188,3227,1417,17,44,7,2,1556,184,8600000US91303,21929.0,1178.0,7537,4478,386,65,650,9,1577
21102,3201,3182,3118,33,8,4,0,6,13,19,14,0,0,0,0,3,2,8600000US21102,37151.0,2397.0,3201,3132,33,8,4,0,9
11950,4176,3785,3409,206,86,36,0,6,42,391,252,8,3,1,0,114,13,8600000US11950,24631.0,1833.0,4176,3661,214,89,37,0,120
32789,10336,9905,8575,1083,14,113,6,8,106,431,315,12,3,1,0,81,19,8600000US32789,57399.0,3582.0,10336,8890,1095,17,114,6,89
93546,3273,2858,2725,9,17,46,5,27,29,415,191,2,6,0,0,197,19,8600000US93546,31830.0,2904.0,3273,2916,11,23,46,5,224
30117,11634,11247,8668,2404,19,72,0,11,73,387,154,13,3,2,0,166,49,8600000US30117,22203.0,1493.0,11634,8822,2417,22,74,0,177
24014,10277,10176,9543,381,13,158,1,5,75,101,58,6,2,1,0,27,7,8600000US24014,33608.0,2429.0,10277,9601,387,15,159,1,32
99006,3303,3268,3164,2,36,4,4,7,51,35,24,0,1,0,0,10,0,8600000US99006,26884.0,1997.0,3303,3188,2,37,4,4,17
33009,17944,15234,12826,1967,29,130,4,17,261,2710,2179,54,5,2,0,333,137,8600000US33009,25175.0,1518.0,17944,15005,2021,34,132,4,350
02129,7350,6780,6251,190,7,257,3,9,63,570,201,63,12,1,1,245,47,8600000US02129,69219.0,4690.0,7350,6452,253,19,258,4,254
89147,14993,13559,10598,713,44,1749,41,15,399,1434,757,15,8,11,5,533,105,8600000US89147,27063.0,1632.0,14993,11355,728,52,1760,46,548
95616,24640,22665,17308,522,107,3909,35,70,714,1975,882,20,45,20,2,837,169,8600000US95616,30344.0,2099.0,24640,18190,542,152,3929,37,907
36105,5406,5372,888,4448,5,9,0,2,20,34,7,18,0,0,0,8,1,8600000US36105,19611.0,2027.0,5406,895,4466,5,9,0,10
43064,3655,3634,3549,53,1,10,0,1,20,21,11,0,0,0,0,10,0,8600000US43064,37455.0,2861.0,3655,3560,53,1,10,0,11
92284,8434,7821,7375,142,73,69,11,11,140,613,300,3,25,1,3,245,36,8600000US92284,23777.0,1513.0,8434,7675,145,98,70,14,256
46360,17786,17462,14407,2746,46,80,2,12,169,324,191,12,4,3,0,95,19,8600000US46360,23184.0,744.0,17786,14598,2758,50,83,2,107
36830,12181,11997,9557,1878,26,423,3,7,103,184,98,6,3,1,0,67,9,8600000US36830,32619.0,2156.0,12181,9655,1884,29,424,3,74
30168,7606,7132,2712,4252,12,59,1,4,92,474,162,15,3,0,0,262,32,8600000US30168,18712.0,1228.0,7606,2874,4267,15,59,1,266
29853,2629,2615,1546,1036,8,2,1,1,21,14,7,2,0,0,0,4,1,8600000US29853,19548.0,2623.0,2629,1553,1038,8,2,1,5
48313,12363,12218,11722,148,16,211,0,5,116,145,103,2,0,1,0,32,7,8600000US48313,30098.0,1408.0,12363,11825,150,16,212,0,37
47362,12067,11992,11748,150,22,19,1,1,51,75,50,0,0,0,0,18,7,8600000US47362,22080.0,1904.0,12067,11798,150,22,19,1,19
26062,9732,9672,9212,357,9,42,2,4,46,60,48,0,2,1,0,6,3,8600000US26062,26231.0,1692.0,9732,9260,357,11,43,2,10
41075,7067,7034,6897,44,8,42,0,7,36,33,24,0,0,0,0,6,3,8600000US41075,40357.0,2631.0,7067,6921,44,8,42,0,13
55302,2568,2556,2534,8,5,0,1,0,8,12,7,0,0,0,0,4,1,8600000US55302,31846.0,1967.0,2568,2541,8,5,0,1,4
60084,4875,4599,4506,17,5,48,2,4,17,276,130,1,2,0,1,133,9,8600000US60084,36703.0,2693.0,4875,4636,18,7,48,3,137
63645,4285,4267,4207,4,10,10,0,2,34,18,15,0,1,0,0,1,1,8600000US63645,20014.0,1213.0,4285,4222,4,11,10,0,3
28205,19254,17837,9869,7057,82,490,4,33,302,1417,554,39,12,4,1,724,83,8600000US28205,30248.0,1280.0,19254,10423,7096,94,494,5,757
62095,4422,4382,4306,29,6,14,1,4,22,40,29,0,2,0,0,7,2,8600000US62095,23673.0,1765.0,4422,4335,29,8,14,1,11
27909,12907,12790,7904,4633,35,87,3,13,115,117,54,14,1,1,0,40,7,8600000US27909,23724.0,1157.0,12907,7958,4647,36,88,3,53
85253,6818,6681,6433,57,13,126,5,5,42,137,111,1,2,0,0,17,6,8600000US85253,103210.0,8237.0,6818,6544,58,15,126,5,22
92618,2635,2490,1836,46,2,503,4,13,86,145,77,0,1,0,0,59,8,8600000US92618,52239.0,3856.0,2635,1913,46,3,503,4,72
92240,8126,5911,5201,361,55,124,3,5,162,2215,1128,19,38,6,2,868,154,8600000US92240,16028.0,928.0,8126,6329,380,93,130,5,873
10308,9439,9042,8784,24,3,181,2,4,44,397,320,0,4,3,1,58,11,8600000US10308,37435.0,2347.0,9439,9104,24,7,184,3,62
63366,19761,19554,18873,391,41,104,4,6,135,207,124,0,7,1,1,60,14,8600000US63366,33677.0,1527.0,19761,18997,391,48,105,5,66
70346,3687,3637,1446,2168,5,5,0,2,11,50,25,6,2,0,0,15,2,8600000US70346,19197.0,1763.0,3687,1471,2174,7,5,0,17
77705,10372,9951,4001,5669,23,163,2,9,84,421,202,24,3,1,0,172,19,8600000US77705,16477.0,1150.0,10372,4203,5693,26,164,2,181
53083,7550,7454,7294,14,20,95,1,1,29,96,49,1,1,0,0,42,3,8600000US53083,31984.0,1880.0,7550,7343,15,21,95,1,43
20602,7507,7341,4934,2139,53,97,7,6,105,166,103,11,1,0,1,40,10,8600000US20602,33458.0,1794.0,7507,5037,2150,54,97,8,46
60712,4485,4346,3569,14,3,685,0,3,72,139,99,1,0,1,0,30,8,8600000US60712,39571.0,3347.0,4485,3668,15,3,686,0,33
20817,13171,12604,10955,326,11,1133,1,25,153,567,435,8,4,4,0,84,32,8600000US20817,91919.0,3691.0,13171,11390,334,15,1137,1,109
11206,22301,10722,1604,7720,43,890,2,117,346,11579,3981,724,122,10,14,5815,913,8600000US11206,21148.0,1040.0,22301,5585,8444,165,900,16,5932
44646,17923,17781,16298,1233,42,78,1,7,122,142,114,4,1,0,0,18,5,8600000US44646,29242.0,1022.0,17923,16412,1237,43,78,1,25
33843,3695,3205,2926,206,13,5,0,1,54,490,128,5,7,1,1,321,27,8600000US33843,15544.0,1564.0,3695,3054,211,20,6,1,322
93215,8940,2923,1124,175,38,1408,3,18,157,6017,1664,23,69,63,4,3925,269,8600000US93215,12566.0,663.0,8940,2788,198,107,1471,7,3943
06355,4938,4877,4640,65,26,95,1,0,50,61,41,2,1,0,0,12,5,8600000US06355,52048.0,3025.0,4938,4681,67,27,95,1,12
64127,7643,6862,1743,4857,42,75,3,10,132,781,254,24,10,1,1,445,46,8600000US64127,15860.0,1889.0,7643,1997,4881,52,76,4,455
32606,7396,7021,6232,404,14,297,0,4,70,375,271,4,0,3,0,75,22,8600000US32606,31921.0,1766.0,7396,6503,408,14,300,0,79
54162,2637,2626,2597,3,17,5,0,0,4,11,9,0,0,1,0,1,0,8600000US54162,28511.0,1461.0,2637,2606,3,17,6,0,1
54650,7832,7790,7615,26,22,97,0,2,28,42,26,1,2,1,0,9,3,8600000US54650,36278.0,2644.0,7832,7641,27,24,98,0,11
92127,6936,6505,5356,178,22,775,14,10,150,431,239,4,4,3,0,146,35,8600000US92127,54485.0,3235.0,6936,5595,182,26,778,14,156
75672,6633,6486,5124,1288,19,20,0,0,35,147,60,5,2,0,0,70,10,8600000US75672,25985.0,1864.0,6633,5184,1293,21,20,0,70
85344,4021,3253,2470,38,658,23,0,3,61,768,334,0,67,1,1,339,26,8600000US85344,19931.0,2212.0,4021,2804,38,725,24,1,342
79762,14461,11564,10763,466,86,142,1,0,106,2897,1628,7,19,3,3,1070,167,8600000US79762,31697.0,2541.0,14461,12391,473,105,145,4,1070
06712,3008,2972,2902,38,1,14,0,6,11,36,29,0,0,0,0,6,1,8600000US06712,41285.0,2960.0,3008,2931,38,1,14,0,12
76119,12593,10659,3033,7427,29,73,3,5,89,1934,819,39,13,1,0,956,106,8600000US76119,14383.0,759.0,12593,3852,7466,42,74,3,961
30094,8964,8843,7530,1121,21,106,2,7,56,121,70,4,0,0,0,40,7,8600000US30094,27057.0,1418.0,8964,7600,1125,21,106,2,47
49712,3225,3208,3147,1,34,2,2,0,22,17,11,0,0,0,0,6,0,8600000US49712,30237.0,1626.0,3225,3158,1,34,2,2,6
98273,9053,7810,7340,53,74,170,7,19,147,1243,378,1,13,3,2,804,42,8600000US98273,25011.0,1461.0,9053,7718,54,87,173,9,823
16438,3093,3082,3059,2,3,8,0,0,10,11,8,0,1,0,0,1,1,8600000US16438,24364.0,1700.0,3093,3067,2,4,8,0,1
18015,10507,8329,7632,347,19,214,1,8,108,2178,862,44,12,3,2,1119,136,8600000US18015,26606.0,2133.0,10507,8494,391,31,217,3,1127
41472,3545,3535,3513,3,2,0,0,0,17,10,9,0,0,0,0,1,0,8600000US41472,16766.0,1499.0,3545,3522,3,2,0,0,1
72002,4840,4790,4557,140,36,16,0,0,41,50,24,1,1,0,0,21,3,8600000US72002,26249.0,1918.0,4840,4581,141,37,16,0,21
90230,12902,10352,6444,1976,32,1520,19,31,330,2550,1227,32,34,5,2,1063,187,8600000US90230,42370.0,2034.0,12902,7671,2008,66,1525,21,1094
02138,14182,13632,11385,729,27,1203,3,44,241,550,380,17,3,3,0,102,45,8600000US02138,53368.0,3346.0,14182,11765,746,30,1206,3,146
27501,4853,4524,3873,579,16,20,1,1,34,329,130,5,2,0,0,174,18,8600000US27501,23225.0,1388.0,4853,4003,584,18,20,1,175
38105,3671,3625,403,3085,1,95,0,2,39,46,20,15,0,1,0,7,3,8600000US38105,16697.0,2708.0,3671,423,3100,1,96,0,9
48381,4447,4413,4340,16,8,9,0,3,37,34,27,0,1,0,0,4,2,8600000US48381,39897.0,2474.0,4447,4367,16,9,9,0,7
29349,8868,8767,7827,821,17,59,0,0,43,101,47,1,0,1,0,46,6,8600000US29349,27997.0,1897.0,8868,7874,822,17,60,0,46
03275,4571,4545,4475,18,7,14,0,1,30,26,18,1,1,0,0,3,3,8600000US03275,34255.0,3718.0,4571,4493,19,8,14,0,4
98203,12231,11820,10771,232,128,454,17,8,210,411,244,6,6,3,3,114,35,8600000US98203,33078.0,1730.0,12231,11015,238,134,457,20,122
41129,3895,3888,3856,8,8,0,0,0,16,7,6,0,0,1,0,0,0,8600000US41129,24825.0,2828.0,3895,3862,8,8,1,0,0
57006,7951,7910,7642,33,56,134,3,5,37,41,23,0,2,1,1,12,2,8600000US57006,26174.0,1638.0,7951,7665,33,58,135,4,17
10803,4229,4028,3623,197,2,143,0,7,56,201,120,9,0,1,0,58,13,8600000US10803,77330.0,5615.0,4229,3743,206,2,144,0,65
28303,12969,12215,6934,4567,84,346,35,23,226,754,300,60,8,3,1,324,58,8600000US28303,27710.0,2239.0,12969,7234,4627,92,349,36,347
76310,5790,5497,5148,150,39,89,3,1,67,293,141,2,5,2,0,129,14,8600000US76310,34100.0,2605.0,5790,5289,152,44,91,3,130
75961,12469,11967,9637,2090,40,95,4,6,95,502,249,13,3,0,0,206,31,8600000US75961,22952.0,3951.0,12469,9886,2103,43,95,4,212
07631,9273,7839,3645,3508,12,435,3,20,216,1434,717,88,6,1,0,504,118,8600000US07631,48283.0,3768.0,9273,4362,3596,18,436,3,524
34431,2919,2841,2719,83,6,11,1,1,20,78,55,2,0,0,0,17,4,8600000US34431,20632.0,2586.0,2919,2774,85,6,11,1,18
02149,15435,14447,12510,771,37,324,5,179,621,988,476,34,5,3,0,361,109,8600000US02149,25570.0,1516.0,15435,12986,805,42,327,5,540
93927,3143,847,742,30,10,30,4,3,28,2296,794,3,29,3,1,1341,125,8600000US93927,15417.0,1055.0,3143,1536,33,39,33,5,1344
33026,11495,9563,8332,763,9,263,3,28,165,1932,1639,19,3,2,1,180,88,8600000US33026,34627.0,1740.0,11495,9971,782,12,265,4,208
75234,10259,7848,7132,277,50,272,3,3,111,2411,1431,4,8,2,0,860,106,8600000US75234,30497.0,1759.0,10259,8563,281,58,274,3,863
98250,3059,3009,2928,5,25,16,1,4,30,50,25,1,1,0,0,19,4,8600000US98250,42342.0,2535.0,3059,2953,6,26,16,1,23
02660,3342,3315,3233,36,8,4,0,11,23,27,21,0,2,0,0,3,1,8600000US02660,37433.0,4963.0,3342,3254,36,10,4,0,14
45039,5716,5662,5492,60,9,70,2,0,29,54,36,1,0,0,0,15,2,8600000US45039,39546.0,3432.0,5716,5528,61,9,70,2,15
76208,3798,3350,3086,174,21,24,2,1,42,448,195,1,2,0,1,230,19,8600000US76208,31601.0,1885.0,3798,3281,175,23,24,3,231
42141,11115,11035,10403,519,16,50,2,2,43,80,45,0,1,0,1,30,3,8600000US42141,20895.0,1005.0,11115,10448,519,17,50,3,32
11550,15999,12392,2648,9058,57,191,7,50,381,3607,1421,237,28,2,2,1583,334,8600000US11550,23540.0,985.0,15999,4069,9295,85,193,9,1633
80504,3001,2791,2710,7,8,32,2,0,32,210,107,0,4,1,1,89,8,8600000US80504,37051.0,1462.0,3001,2817,7,12,33,3,89
37209,13142,12723,9088,2936,48,407,7,16,221,419,200,11,4,3,1,182,18,8600000US37209,28637.0,1755.0,13142,9288,2947,52,410,8,198
60302,14896,14436,10369,3311,14,537,3,19,183,460,286,20,3,0,0,118,33,8600000US60302,55166.0,2462.0,14896,10655,3331,17,537,3,137
96766,3974,3793,941,9,7,2129,187,5,515,181,45,0,5,43,11,17,60,8600000US96766,29306.0,3690.0,3974,986,9,12,2172,198,22
18073,2535,2515,2483,12,1,7,0,0,12,20,13,1,0,0,0,6,0,8600000US18073,33577.0,4187.0,2535,2496,13,1,7,0,6
07747,10897,10444,8928,516,6,873,3,14,104,453,333,16,1,7,0,70,26,8600000US07747,45939.0,1702.0,10897,9261,532,7,880,3,84
85234,11819,10758,10091,253,48,233,12,7,114,1061,520,5,10,1,2,467,56,8600000US85234,32049.0,1315.0,11819,10611,258,58,234,14,474
07624,2963,2875,2324,25,4,497,0,1,24,88,68,0,0,1,0,13,6,8600000US07624,57003.0,8511.0,2963,2392,25,4,498,0,14
13903,7900,7781,7125,407,9,119,2,5,114,119,50,17,1,0,0,46,5,8600000US13903,29261.0,1784.0,7900,7175,424,10,119,2,51
18013,6443,6396,6337,15,6,13,0,1,24,47,36,0,0,0,0,8,3,8600000US18013,30003.0,1883.0,6443,6373,15,6,13,0,9
58078,5813,5754,5650,16,45,10,2,3,28,59,26,1,1,0,0,26,5,8600000US58078,37562.0,2238.0,5813,5676,17,46,10,2,29
33483,6673,6453,6090,215,12,37,4,3,92,220,167,4,1,1,0,28,19,8600000US33483,82772.0,9627.0,6673,6257,219,13,38,4,31
43203,4615,4568,433,3937,19,23,4,11,141,47,6,20,2,0,0,14,5,8600000US43203,17881.0,1824.0,4615,439,3957,21,23,4,25
30297,9723,8513,4188,3738,25,439,2,6,115,1210,557,46,15,3,0,527,62,8600000US30297,14903.0,1226.0,9723,4745,3784,40,442,2,533
88101,15601,11729,10092,1069,96,247,12,11,202,3872,1777,24,66,5,4,1810,186,8600000US88101,22718.0,1635.0,15601,11869,1093,162,252,16,1821
31907,20427,19779,8719,10511,53,235,24,22,215,648,268,85,3,6,1,225,60,8600000US31907,21087.0,1360.0,20427,8987,10596,56,241,25,247
94066,14494,11944,8322,297,34,2406,225,62,598,2550,1193,9,25,14,6,1068,235,8600000US94066,41559.0,1488.0,14494,9515,306,59,2420,231,1130
27607,7162,6943,5780,740,14,302,2,8,97,219,122,5,1,2,0,75,14,8600000US27607,32774.0,2032.0,7162,5902,745,15,304,2,83
77583,3204,2378,1678,517,12,121,0,4,46,826,404,5,6,1,0,374,36,8600000US77583,18620.0,1545.0,3204,2082,522,18,122,0,378
28117,7052,6995,6777,104,15,75,1,1,22,57,37,4,0,0,0,13,3,8600000US28117,48215.0,3058.0,7052,6814,108,15,75,1,14
35216,14082,13576,12116,970,21,348,6,8,107,506,286,5,5,0,1,184,25,8600000US35216,37675.0,2206.0,14082,12402,975,26,348,7,192
74344,5273,5219,4479,2,486,5,1,0,246,54,25,0,6,0,0,20,3,8600000US74344,26510.0,1835.0,5273,4504,2,492,5,1,20
78602,6279,5572,4805,633,36,36,1,3,58,707,426,6,3,0,0,242,30,8600000US78602,24889.0,2143.0,6279,5231,639,39,36,1,245
84121,15018,14663,14052,75,30,328,27,10,141,355,206,8,4,1,0,113,23,8600000US84121,44574.0,2305.0,15018,14258,83,34,329,27,123
78023,2727,2135,1999,55,11,33,5,1,31,592,435,0,4,1,0,132,20,8600000US78023,41784.0,2379.0,2727,2434,55,15,34,5,133
