zip_code,total,non_hispanic_tot,Not Hispanic or Latino householder: - Householder who is White alone,Not Hispanic or Latino householder: - Householder who is Black or African American alone,Not Hispanic or Latino householder: - Householder who is American Indian and Alaska Native alone,Not Hispanic or Latino householder: - Householder who is Asian alone,Not Hispanic or Latino householder: - Householder who is Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino householder: - Householder who is Some other race alone,Not Hispanic or Latino householder: - Householder who is Two or more races,hispanic_tot,Hispanic or Latino householder: - Householder who is White alone,Hispanic or Latino householder: - Householder who is Black or African American alone,Hispanic or Latino householder: - Householder who is American Indian and Alaska Native alone,Hispanic or Latino householder: - Householder who is Asian alone,Hispanic or Latino householder: - Householder who is Native Hawaiian and Other Pacific Islander alone,Hispanic or Latino householder: - Householder who is Some other race alone,Hispanic or Latino householder: - Householder who is Two or more races,Id_zip,per_capita_income_2017_estimate,per_capita_income_2017_margin,white_tot,black_tot,indian_tot,asian_tot,native_tot,other_tot,mixed_tot
28208,13083,12620,3048,9119,65,250,1,11,126,463,177,30,3,5,0,203,45,8600000US28208,17381.0,872.0,13083,3225,9149,68,255,1,214
94583,16779,15850,13023,313,55,2082,41,32,304,929,598,2,9,12,0,253,55,8600000US94583,54591.0,2339.0,16779,13621,315,64,2094,41,285
28092,13266,12504,11492,892,27,31,2,4,56,762,477,9,2,0,0,217,57,8600000US28092,22380.0,1093.0,13266,11969,901,29,31,2,221
35204,6014,5942,116,5793,5,3,0,1,24,72,26,20,1,0,0,21,4,8600000US35204,15479.0,1301.0,6014,142,5813,6,3,0,22
01057,3050,3033,2990,13,7,3,1,3,16,17,11,1,0,0,0,2,3,8600000US01057,35989.0,2011.0,3050,3001,14,7,3,1,5
41075,7067,7034,6897,44,8,42,0,7,36,33,24,0,0,0,0,6,3,8600000US41075,40357.0,2631.0,7067,6921,44,8,42,0,13
26037,2999,2992,2965,6,6,1,0,0,14,7,7,0,0,0,0,0,0,8600000US26037,27543.0,2184.0,2999,2972,6,6,1,0,0
77539,9846,8296,6959,1013,50,155,1,19,99,1550,688,11,14,3,1,755,78,8600000US77539,30591.0,1407.0,9846,7647,1024,64,158,2,774
68434,2918,2898,2870,8,4,8,1,0,7,20,12,0,1,0,0,7,0,8600000US68434,28154.0,1517.0,2918,2882,8,5,8,1,7
80211,13844,7235,6641,190,117,114,8,24,141,6609,2795,25,168,14,7,3253,347,8600000US80211,48777.0,3362.0,13844,9436,215,285,128,15,3277
43311,7459,7410,7021,265,8,45,2,1,68,49,22,1,2,0,0,19,5,8600000US43311,25666.0,1631.0,7459,7043,266,10,45,2,20
32720,10313,9945,8520,1234,34,53,1,5,98,368,220,10,1,2,0,114,21,8600000US32720,22228.0,1484.0,10313,8740,1244,35,55,1,119
01119,4694,4287,3304,842,11,45,0,7,78,407,116,24,4,1,0,236,26,8600000US01119,22681.0,2070.0,4694,3420,866,15,46,0,243
13365,3732,3718,3670,8,6,18,0,0,16,14,10,1,0,0,0,2,1,8600000US13365,24841.0,2493.0,3732,3680,9,6,18,0,2
33912,13376,12882,12557,114,21,106,0,5,79,494,346,10,1,1,0,115,21,8600000US33912,45586.0,3101.0,13376,12903,124,22,107,0,120
33063,22715,20316,18016,1419,22,415,7,67,370,2399,1832,45,7,3,0,338,174,8600000US33063,25706.0,1339.0,22715,19848,1464,29,418,7,405
17074,2776,2759,2735,3,4,2,0,2,13,17,11,1,1,0,0,4,0,8600000US17074,27782.0,1395.0,2776,2746,4,5,2,0,6
60154,6968,6725,6099,412,3,167,1,5,38,243,150,0,1,1,0,80,11,8600000US60154,37341.0,2663.0,6968,6249,412,4,168,1,85
33308,16001,15193,14827,97,13,133,7,16,100,808,697,6,3,1,0,65,36,8600000US33308,65669.0,5436.0,16001,15524,103,16,134,7,81
45102,7086,7040,6890,46,20,21,0,3,60,46,25,1,1,0,0,14,5,8600000US45102,28308.0,1985.0,7086,6915,47,21,21,0,17
32226,3013,2971,2892,40,14,9,0,0,16,42,38,0,0,0,0,1,3,8600000US32226,31576.0,2983.0,3013,2930,40,14,9,0,1
38478,7233,7173,6022,1050,14,38,0,0,49,60,39,5,1,0,0,12,3,8600000US38478,23134.0,1861.0,7233,6061,1055,15,38,0,12
26836,2515,2499,2397,80,4,3,0,0,15,16,9,4,0,0,0,2,1,8600000US26836,21115.0,3619.0,2515,2406,84,4,3,0,2
01564,2573,2559,2528,12,3,9,0,2,5,14,9,1,1,0,0,2,1,8600000US01564,43640.0,5155.0,2573,2537,13,4,9,0,4
15044,8192,8159,8056,30,4,56,0,2,11,33,27,1,1,0,0,3,1,8600000US15044,46824.0,3100.0,8192,8083,31,5,56,0,5
98841,3332,3153,2458,4,578,17,1,4,91,179,27,0,12,0,1,125,14,8600000US98841,24594.0,2729.0,3332,2485,4,590,17,2,129
92507,16579,11509,6903,2132,72,1815,40,63,484,5070,1583,49,69,13,4,3069,283,8600000US92507,18793.0,972.0,16579,8486,2181,141,1828,44,3132
94619,8941,8003,3400,2858,45,1419,27,14,240,938,359,25,15,9,1,444,85,8600000US94619,42503.0,2886.0,8941,3759,2883,60,1428,28,458
62232,2758,2694,2540,112,10,12,0,0,20,64,38,1,1,0,0,19,5,8600000US62232,33429.0,7970.0,2758,2578,113,11,12,0,19
65203,18673,18390,15655,1809,64,602,7,16,237,283,169,12,3,1,0,73,25,8600000US65203,37335.0,1737.0,18673,15824,1821,67,603,7,89
60068,14181,13917,13548,19,3,292,6,6,43,264,179,2,1,1,1,70,10,8600000US60068,51808.0,1988.0,14181,13727,21,4,293,7,76
98374,10189,9896,9137,190,88,251,31,18,181,293,155,4,2,6,0,102,24,8600000US98374,33386.0,1714.0,10189,9292,194,90,257,31,120
80919,10422,10027,9300,178,30,384,6,10,119,395,256,3,7,1,2,99,27,8600000US80919,44662.0,1987.0,10422,9556,181,37,385,8,109
47909,11543,11012,10546,281,21,92,3,1,68,531,239,2,6,0,0,256,28,8600000US47909,27980.0,1425.0,11543,10785,283,27,92,3,257
30504,5179,4207,3783,268,13,113,0,0,30,972,427,5,8,4,22,459,47,8600000US30504,20703.0,1635.0,5179,4210,273,21,117,22,459
35805,9481,9221,5714,3092,68,172,11,3,161,260,121,22,4,3,0,89,21,8600000US35805,15165.0,1489.0,9481,5835,3114,72,175,11,92
18704,14284,14215,14003,78,14,65,1,5,49,69,47,3,0,0,0,15,4,8600000US18704,28259.0,1413.0,14284,14050,81,14,65,1,20
60467,6856,6720,6497,44,0,140,1,5,33,136,115,0,0,1,0,14,6,8600000US60467,45380.0,2700.0,6856,6612,44,0,141,1,19
74137,8458,8280,7523,248,166,158,3,10,172,178,112,4,3,1,0,49,9,8600000US74137,53614.0,2782.0,8458,7635,252,169,159,3,59
06351,4427,4377,4215,45,27,34,0,3,53,50,30,0,1,0,0,15,4,8600000US06351,33284.0,2972.0,4427,4245,45,28,34,0,18
48074,3117,3093,3020,33,9,3,1,1,26,24,16,0,2,0,0,6,0,8600000US48074,26586.0,2567.0,3117,3036,33,11,3,1,7
33990,8679,7953,7574,191,22,88,5,3,70,726,481,21,1,0,0,184,39,8600000US33990,23592.0,1763.0,8679,8055,212,23,88,5,187
30309,11495,11157,9033,1600,17,341,1,25,140,338,214,19,0,2,0,73,30,8600000US30309,73481.0,5156.0,11495,9247,1619,17,343,1,98
29568,2978,2896,1657,1203,13,6,0,1,16,82,35,2,1,0,0,40,4,8600000US29568,23508.0,2065.0,2978,1692,1205,14,6,0,41
47546,7495,7377,7328,11,4,13,2,0,19,118,52,1,0,1,0,55,9,8600000US47546,31423.0,2864.0,7495,7380,12,4,14,2,55
47119,3419,3399,3369,6,6,9,0,0,9,20,16,0,0,0,0,4,0,8600000US47119,44732.0,4225.0,3419,3385,6,6,9,0,4
08879,8156,7730,6966,307,10,321,3,12,111,426,246,15,1,1,0,128,35,8600000US08879,36166.0,2328.0,8156,7212,322,11,322,3,140
99801,10617,10373,8507,90,978,368,26,15,389,244,135,1,13,1,1,71,22,8600000US99801,41968.0,2624.0,10617,8642,91,991,369,27,86
30306,11452,11164,10141,638,19,206,4,14,142,288,206,14,1,3,0,51,13,8600000US30306,75003.0,5123.0,11452,10347,652,20,209,4,65
64123,3881,3015,2530,224,28,141,3,8,81,866,372,5,10,3,3,432,41,8600000US64123,16819.0,1827.0,3881,2902,229,38,144,6,440
44311,3465,3407,1852,1294,17,158,1,5,80,58,30,8,1,1,0,12,6,8600000US44311,12968.0,2824.0,3465,1882,1302,18,159,1,17
77316,3286,3127,2986,85,19,8,1,1,27,159,80,0,1,2,0,64,12,8600000US77316,40673.0,3426.0,3286,3066,85,20,10,1,65
08070,5223,5164,5029,58,13,36,1,2,25,59,35,2,1,0,0,18,3,8600000US08070,34673.0,7225.0,5223,5064,60,14,36,1,20
29379,8123,8083,5701,2319,17,15,1,0,30,40,23,10,0,0,0,6,1,8600000US29379,21388.0,1697.0,8123,5724,2329,17,15,1,6
60042,3082,2932,2860,18,4,33,0,1,16,150,86,0,0,0,0,55,9,8600000US60042,32483.0,1920.0,3082,2946,18,4,33,0,56
35062,2900,2894,2741,87,13,3,1,0,49,6,5,0,0,0,0,1,0,8600000US35062,26241.0,4001.0,2900,2746,87,13,3,1,1
84105,9582,9134,8660,67,62,189,32,7,117,448,225,5,6,2,1,176,33,8600000US84105,43239.0,2210.0,9582,8885,72,68,191,33,183
33145,10291,1421,1260,46,4,83,1,2,25,8870,8200,102,3,3,0,305,257,8600000US33145,26354.0,1888.0,10291,9460,148,7,86,1,307
78578,3364,1531,1490,6,8,8,1,0,18,1833,1333,15,6,2,0,411,66,8600000US78578,20726.0,2737.0,3364,2823,21,14,10,1,411
33405,7833,4849,4494,241,10,45,3,6,50,2984,2306,56,12,7,6,422,175,8600000US33405,29970.0,3465.0,7833,6800,297,22,52,9,428
45226,3249,3223,3042,118,2,32,0,1,28,26,17,2,0,0,0,6,1,8600000US45226,60985.0,8857.0,3249,3059,120,2,32,0,7
86351,2774,2663,2610,8,8,15,1,3,18,111,82,0,1,1,0,22,5,8600000US86351,45009.0,7071.0,2774,2692,8,9,16,1,25
92082,4727,4023,3641,10,248,45,4,8,67,704,319,3,40,0,1,298,43,8600000US92082,32038.0,2768.0,4727,3960,13,288,45,5,306
28209,10089,9528,8440,804,31,174,2,11,66,561,226,12,3,2,2,282,34,8600000US28209,54967.0,4337.0,10089,8666,816,34,176,4,293
84404,15704,14430,13879,181,86,131,11,5,137,1274,500,7,26,13,2,652,74,8600000US84404,22375.0,698.0,15704,14379,188,112,144,13,657
53913,7259,7185,7046,27,58,21,1,1,31,74,45,0,4,0,0,19,6,8600000US53913,27332.0,1714.0,7259,7091,27,62,21,1,20
22152,10201,9602,7759,589,16,1047,5,6,180,599,390,6,5,3,0,153,42,8600000US22152,48907.0,2133.0,10201,8149,595,21,1050,5,159
18708,3373,3360,3328,7,1,15,0,1,8,13,6,2,2,1,0,2,0,8600000US18708,38735.0,3739.0,3373,3334,9,3,16,0,3
97070,6449,6177,5905,32,33,106,9,4,88,272,128,0,1,1,0,120,22,8600000US97070,39424.0,3284.0,6449,6033,32,34,107,9,124
43605,11946,10857,9682,901,43,38,2,8,183,1089,518,15,17,0,0,445,94,8600000US43605,14165.0,694.0,11946,10200,916,60,38,2,453
21629,2984,2958,2532,401,3,5,0,0,17,26,16,1,2,0,0,1,6,8600000US21629,28271.0,1630.0,2984,2548,402,5,5,0,1
95134,4072,3666,2143,200,13,1187,11,8,104,406,181,5,9,4,0,178,29,8600000US95134,63146.0,3096.0,4072,2324,205,22,1191,11,186
56267,2501,2485,2396,29,19,20,0,0,21,16,6,0,1,0,0,7,2,8600000US56267,30418.0,2813.0,2501,2402,29,20,20,0,7
17403,16620,15464,12870,2275,26,144,2,5,142,1156,420,71,8,3,1,588,65,8600000US17403,30614.0,2552.0,16620,13290,2346,34,147,3,593
80701,5397,4168,4068,7,27,11,3,3,49,1229,486,1,15,0,4,663,60,8600000US80701,23973.0,1542.0,5397,4554,8,42,11,7,666
53533,2570,2563,2532,5,1,9,1,0,15,7,4,0,0,0,0,3,0,8600000US53533,33826.0,3406.0,2570,2536,5,1,9,1,3
57783,5276,5210,5077,12,67,18,2,0,34,66,39,1,3,0,0,14,9,8600000US57783,29293.0,2176.0,5276,5116,13,70,18,2,14
92123,9141,8174,6240,671,47,841,68,27,280,967,492,29,16,14,0,350,66,8600000US92123,35716.0,1710.0,9141,6732,700,63,855,68,377
15037,4589,4581,4480,72,3,7,1,0,18,8,7,0,0,0,0,1,0,8600000US15037,30234.0,1325.0,4589,4487,72,3,7,1,1
20852,15734,14756,11640,670,32,2095,2,28,289,978,699,13,9,6,1,194,56,8600000US20852,57388.0,2978.0,15734,12339,683,41,2101,3,222
13642,3561,3536,3462,24,13,9,2,0,26,25,11,1,0,0,0,11,2,8600000US13642,19266.0,1777.0,3561,3473,25,13,9,2,11
75240,21283,16048,12284,2262,62,1057,10,29,344,5235,3213,82,25,9,3,1671,232,8600000US75240,24966.0,1692.0,21283,15497,2344,87,1066,13,1700
15234,6408,6370,6234,62,3,48,1,2,20,38,29,0,1,0,0,8,0,8600000US15234,33778.0,2134.0,6408,6263,62,4,48,1,10
29406,14881,14396,9994,3933,56,234,3,17,159,485,181,21,10,2,4,227,40,8600000US29406,18786.0,1242.0,14881,10175,3954,66,236,7,244
56320,2768,2725,2709,2,2,1,0,1,10,43,26,2,1,0,0,13,1,8600000US56320,33415.0,2080.0,2768,2735,4,3,1,0,14
98103,21166,20505,18365,376,148,1061,36,50,469,661,359,14,11,9,1,186,81,8600000US98103,56013.0,1763.0,21166,18724,390,159,1070,37,236
27055,5131,4909,4742,137,9,5,0,1,15,222,115,5,2,0,0,90,10,8600000US27055,23012.0,1756.0,5131,4857,142,11,5,0,91
06710,3772,2659,1560,951,10,28,3,24,83,1113,427,56,3,0,1,581,45,8600000US06710,15760.0,1537.0,3772,1987,1007,13,28,4,605
14559,5839,5785,5679,48,9,16,2,2,29,54,38,0,2,1,0,9,4,8600000US14559,33248.0,2028.0,5839,5717,48,11,17,2,11
91361,7589,7310,6841,56,13,316,4,6,74,279,204,0,3,2,0,52,18,8600000US91361,73512.0,4874.0,7589,7045,56,16,318,4,58
11221,25375,17686,239,16569,59,183,6,108,522,7689,1828,839,80,10,15,4379,538,8600000US11221,24707.0,966.0,25375,2067,17408,139,193,21,4487
40203,9683,9582,3627,5742,25,22,1,18,147,101,33,30,1,2,0,21,14,8600000US40203,14275.0,1135.0,9683,3660,5772,26,24,1,39
62707,10233,10178,9779,222,12,121,1,6,37,55,39,2,0,0,1,11,2,8600000US62707,35555.0,2609.0,10233,9818,224,12,121,2,17
02420,5119,5071,4537,48,2,450,0,3,31,48,38,0,0,1,0,4,5,8600000US02420,74349.0,4309.0,5119,4575,48,2,451,0,7
04963,2740,2730,2700,1,4,6,0,0,19,10,7,0,1,0,0,0,2,8600000US04963,28402.0,3408.0,2740,2707,1,5,6,0,0
30307,7412,7276,5614,1411,12,102,2,31,104,136,81,11,0,2,0,25,17,8600000US30307,65226.0,4808.0,7412,5695,1422,12,104,2,56
30005,9425,9175,7830,530,15,669,0,15,116,250,182,4,0,1,0,53,10,8600000US30005,50979.0,2539.0,9425,8012,534,15,670,0,68
34947,3363,3104,1028,2000,3,19,0,6,48,259,114,16,1,0,1,98,29,8600000US34947,12997.0,1425.0,3363,1142,2016,4,19,1,104
84047,10793,9317,8754,85,92,202,44,8,132,1476,680,18,17,4,1,668,88,8600000US84047,26145.0,1424.0,10793,9434,103,109,206,45,676
78756,3953,3540,3267,130,19,54,3,10,57,413,213,0,9,1,0,158,32,8600000US78756,56590.0,4476.0,3953,3480,130,28,55,3,168
35811,8645,8580,6699,1706,72,24,2,4,73,65,43,4,1,0,0,13,4,8600000US35811,30519.0,1877.0,8645,6742,1710,73,24,2,17
90277,17049,15940,14093,280,51,1143,33,27,313,1109,718,4,15,9,1,268,94,8600000US90277,63222.0,3491.0,17049,14811,284,66,1152,34,295
63135,8139,8083,4926,3009,11,39,0,5,93,56,32,4,1,0,0,14,5,8600000US63135,21429.0,1338.0,8139,4958,3013,12,39,0,19
38011,2919,2903,2580,290,9,7,0,0,17,16,10,1,0,0,0,4,1,8600000US38011,25545.0,1732.0,2919,2590,291,9,7,0,4
33407,10652,9941,3861,5639,21,88,10,21,301,711,332,73,10,1,3,252,40,8600000US33407,20710.0,1481.0,10652,4193,5712,31,89,13,273
06525,3103,3068,2858,43,0,135,0,5,27,35,28,0,1,0,0,5,1,8600000US06525,54109.0,4229.0,3103,2886,43,1,135,0,10
14213,10076,7906,5777,1495,188,199,2,14,231,2170,657,97,18,2,3,1257,136,8600000US14213,16939.0,1231.0,10076,6434,1592,206,201,5,1271
75204,9770,7169,5493,1090,43,402,5,13,123,2601,1098,10,16,2,2,1283,190,8600000US75204,56056.0,3382.0,9770,6591,1100,59,404,7,1296
14615,7029,6658,5720,731,15,104,0,8,80,371,167,20,4,1,0,148,31,8600000US14615,22779.0,2323.0,7029,5887,751,19,105,0,156
89117,21419,19935,16613,1305,64,1393,71,33,456,1484,890,18,18,17,2,436,103,8600000US89117,37713.0,3408.0,21419,17503,1323,82,1410,73,469
43953,4654,4630,4392,177,5,27,0,3,26,24,19,0,0,0,0,1,4,8600000US43953,27297.0,2019.0,4654,4411,177,5,27,0,4
07108,8538,8065,42,7899,13,6,2,18,85,473,114,77,5,1,0,245,31,8600000US07108,15369.0,1065.0,8538,156,7976,18,7,2,263
77013,5335,2635,983,1530,8,55,3,6,50,2700,1325,18,14,2,1,1205,135,8600000US77013,14936.0,984.0,5335,2308,1548,22,57,4,1211
08109,8436,7989,6669,1019,18,199,1,12,71,447,159,18,4,0,0,244,22,8600000US08109,30557.0,1455.0,8436,6828,1037,22,199,1,256
76049,7381,7097,6960,15,44,15,3,0,60,284,171,1,5,0,0,95,12,8600000US76049,35825.0,2794.0,7381,7131,16,49,15,3,95
34293,14226,14092,13929,32,19,61,1,4,46,134,104,2,1,0,0,18,9,8600000US34293,35297.0,1661.0,14226,14033,34,20,61,1,22
11738,5045,4711,4547,44,4,76,0,5,35,334,253,5,0,2,0,51,23,8600000US11738,36637.0,2555.0,5045,4800,49,4,78,0,56
45150,11200,11126,10839,159,14,48,1,4,61,74,45,1,3,1,0,19,5,8600000US45150,32297.0,1577.0,11200,10884,160,17,49,1,23
55405,7168,6987,5613,777,38,391,5,12,151,181,87,5,3,4,0,66,16,8600000US55405,46433.0,3514.0,7168,5700,782,41,395,5,78
44820,7826,7795,7673,41,18,24,2,1,36,31,21,1,0,0,0,5,4,8600000US44820,24140.0,1910.0,7826,7694,42,18,24,2,6
46383,13702,13386,12991,134,24,125,1,10,101,316,200,2,5,0,0,77,32,8600000US46383,30712.0,1521.0,13702,13191,136,29,125,1,87
66609,2934,2782,2471,228,20,31,2,0,30,152,80,1,2,0,0,57,12,8600000US66609,29134.0,3131.0,2934,2551,229,22,31,2,57
32254,5343,5274,2718,2461,15,30,1,2,47,69,31,11,1,0,0,20,6,8600000US32254,14461.0,1349.0,5343,2749,2472,16,30,1,22
11354,19587,16562,7622,835,21,7559,4,52,469,3025,1731,73,13,22,5,924,257,8600000US11354,24252.0,1282.0,19587,9353,908,34,7581,9,976
06840,6824,6745,6516,73,1,125,0,2,28,79,65,0,0,0,0,13,1,8600000US06840,111515.0,7015.0,6824,6581,73,1,125,0,15
19809,6338,6240,5228,805,4,150,1,7,45,98,47,8,2,1,0,33,7,8600000US19809,33915.0,2705.0,6338,5275,813,6,151,1,40
33021,20349,17493,15731,1119,27,322,7,37,250,2856,2288,55,6,3,0,349,155,8600000US33021,30615.0,1426.0,20349,18019,1174,33,325,7,386
11791,8130,7983,7088,25,2,806,1,7,54,147,114,2,1,1,0,15,14,8600000US11791,73725.0,3968.0,8130,7202,27,3,807,1,22
85750,10843,10302,9680,153,40,317,7,6,99,541,327,3,4,1,2,165,39,8600000US85750,51236.0,2976.0,10843,10007,156,44,318,9,171
28711,5080,5047,4769,196,15,22,1,2,42,33,19,0,0,0,0,13,1,8600000US28711,25380.0,1898.0,5080,4788,196,15,22,1,15
33873,4486,3415,3027,309,18,8,0,2,51,1071,521,9,12,2,0,493,34,8600000US33873,21313.0,2628.0,4486,3548,318,30,10,0,495
