zip_code,total,non_hispanic_tot,Not Hispanic or Latino householder: - Householder who is White alone,Not Hispanic or Latino householder: - Householder who is Black or African American alone,Not Hispanic or Latino householder: - Householder who is American Indian and Alaska Native alone,Not Hispanic or Latino householder: - Householder who is Asian alone,Not Hispanic or Latino householder: - Householder who is Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino householder: - Householder who is Some other race alone,Not Hispanic or Latino householder: - Householder who is Two or more races,hispanic_tot,Hispanic or Latino householder: - Householder who is White alone,Hispanic or Latino householder: - Householder who is Black or African American alone,Hispanic or Latino householder: - Householder who is American Indian and Alaska Native alone,Hispanic or Latino householder: - Householder who is Asian alone,Hispanic or Latino householder: - Householder who is Native Hawaiian and Other Pacific Islander alone,Hispanic or Latino householder: - Householder who is Some other race alone,Hispanic or Latino householder: - Householder who is Two or more races,Id_zip,per_capita_income_2017_estimate,per_capita_income_2017_margin,white_tot,black_tot,indian_tot,asian_tot,native_tot,other_tot,mixed_tot
21075,7299,7173,5974,718,26,353,2,7,93,126,67,4,0,3,0,38,14,8600000US21075,41396.0,1900.0,7299,6041,722,26,356,2,45
39341,2880,2859,963,1876,7,2,0,2,9,21,7,9,0,0,0,5,0,8600000US39341,14771.0,1914.0,2880,970,1885,7,2,0,7
55092,3163,3150,3111,7,10,7,0,0,15,13,8,0,1,0,0,3,1,8600000US55092,34118.0,2206.0,3163,3119,7,11,7,0,3
32960,9312,8927,8339,395,17,85,2,4,85,385,266,12,0,1,0,92,14,8600000US32960,26184.0,3657.0,9312,8605,407,17,86,2,96
71129,5057,4963,3140,1729,26,26,1,3,38,94,58,4,1,1,0,21,9,8600000US71129,24079.0,3216.0,5057,3198,1733,27,27,1,24
82716,5609,5421,5298,5,51,15,6,2,44,188,99,1,6,2,0,71,9,8600000US82716,31490.0,2662.0,5609,5397,6,57,17,6,73
44507,3298,3123,1196,1837,12,10,2,1,65,175,72,15,2,0,0,67,19,8600000US44507,10741.0,1143.0,3298,1268,1852,14,10,2,68
31639,3698,3646,3215,378,12,9,1,2,29,52,28,1,1,0,0,22,0,8600000US31639,18877.0,1291.0,3698,3243,379,13,9,1,24
14072,6898,6840,6587,126,18,68,0,2,39,58,41,0,1,0,1,12,3,8600000US14072,37646.0,2551.0,6898,6628,126,19,68,1,14
63118,11255,10938,5429,4898,51,323,3,12,222,317,157,20,3,3,1,112,21,8600000US63118,20764.0,1365.0,11255,5586,4918,54,326,4,124
45669,4046,4026,3955,22,8,9,0,0,32,20,18,0,0,0,0,1,1,8600000US45669,26212.0,1744.0,4046,3973,22,8,9,0,1
92504,15348,11460,9509,1042,95,463,40,23,288,3888,1490,32,62,7,7,2075,215,8600000US92504,23031.0,1044.0,15348,10999,1074,157,470,47,2098
52302,11126,11056,10876,56,17,68,3,1,35,70,43,1,0,0,0,22,4,8600000US52302,33860.0,1348.0,11126,10919,57,17,68,3,23
07203,7520,6573,2705,3473,13,181,2,20,179,947,510,61,5,1,1,298,71,8600000US07203,26114.0,1756.0,7520,3215,3534,18,182,3,318
92054,27573,20814,16665,2234,193,827,206,38,651,6759,2819,89,103,36,12,3274,426,8600000US92054,30802.0,3089.0,27573,19484,2323,296,863,218,3312
29449,2630,2599,1131,1446,9,4,0,1,8,31,10,2,1,0,1,17,0,8600000US29449,36025.0,7984.0,2630,1141,1448,10,4,1,18
19063,14433,14316,13237,729,6,272,1,9,62,117,84,6,1,0,0,14,12,8600000US19063,53051.0,3021.0,14433,13321,735,7,272,1,23
21078,6277,6187,5262,774,20,64,7,4,56,90,44,5,1,0,2,26,12,8600000US21078,41351.0,2159.0,6277,5306,779,21,64,9,30
08837,6095,5726,4346,396,6,865,1,14,98,369,229,15,1,0,0,103,21,8600000US08837,37819.0,3130.0,6095,4575,411,7,865,1,117
15853,3011,3002,2970,5,1,12,0,2,12,9,9,0,0,0,0,0,0,8600000US15853,26210.0,2010.0,3011,2979,5,1,12,0,2
32409,2742,2724,2631,6,40,7,1,0,39,18,13,0,0,0,0,4,1,8600000US32409,25859.0,3311.0,2742,2644,6,40,7,1,4
60173,5873,5644,3918,293,6,1340,4,8,75,229,146,4,0,2,0,66,11,8600000US60173,44561.0,3005.0,5873,4064,297,6,1342,4,74
91203,5380,4389,2789,126,6,837,3,14,614,991,493,8,9,6,1,417,57,8600000US91203,28105.0,2591.0,5380,3282,134,15,843,4,431
37388,9512,9413,8762,495,24,60,1,1,70,99,55,2,2,2,0,32,6,8600000US37388,25835.0,1749.0,9512,8817,497,26,62,1,33
06883,3312,3258,3170,30,2,43,3,1,9,54,47,0,1,0,0,4,2,8600000US06883,95534.0,7539.0,3312,3217,30,3,43,3,5
94552,4481,4198,2687,160,9,1231,9,7,95,283,161,1,1,5,0,90,25,8600000US94552,60316.0,4980.0,4481,2848,161,10,1236,9,97
19446,20014,19707,17753,675,14,1111,6,10,138,307,217,4,1,3,0,59,23,8600000US19446,43859.0,1586.0,20014,17970,679,15,1114,6,69
91106,10532,8624,5663,988,29,1611,13,32,288,1908,874,26,30,9,2,816,151,8600000US91106,49974.0,4001.0,10532,6537,1014,59,1620,15,848
75189,3435,3072,2871,126,22,16,0,1,36,363,201,1,4,0,1,148,8,8600000US75189,30692.0,2083.0,3435,3072,127,26,16,1,149
84098,4685,4541,4435,8,13,41,2,7,35,144,77,0,2,0,0,53,12,8600000US84098,61668.0,4195.0,4685,4512,8,15,41,2,60
71232,2597,2563,1534,1006,5,7,0,0,11,34,14,9,0,0,0,10,1,8600000US71232,20332.0,1525.0,2597,1548,1015,5,7,0,10
19963,6042,5833,5023,678,25,37,1,5,64,209,84,9,2,2,1,100,11,8600000US19963,28345.0,1672.0,6042,5107,687,27,39,2,105
77038,5920,3297,1273,1577,14,353,6,4,70,2623,1139,15,19,3,1,1317,129,8600000US77038,15165.0,940.0,5920,2412,1592,33,356,7,1321
37745,7175,7126,6902,157,14,20,0,3,30,49,22,0,2,0,0,22,3,8600000US37745,24699.0,2922.0,7175,6924,157,16,20,0,25
65101,10119,10030,8778,1025,42,79,1,6,99,89,44,2,2,0,0,32,9,8600000US65101,23973.0,1085.0,10119,8822,1027,44,79,1,38
70131,10327,9941,5493,3904,26,408,2,6,102,386,224,23,4,0,0,106,29,8600000US70131,28174.0,1643.0,10327,5717,3927,30,408,2,112
75089,5977,5554,4772,558,22,138,3,4,57,423,195,7,5,1,1,187,27,8600000US75089,34996.0,2496.0,5977,4967,565,27,139,4,191
51632,2577,2569,2520,11,5,16,1,0,16,8,6,0,0,0,0,1,1,8600000US51632,24136.0,2865.0,2577,2526,11,5,16,1,1
28777,3938,3886,3840,10,7,7,0,2,20,52,22,0,7,0,0,19,4,8600000US28777,19382.0,1936.0,3938,3862,10,14,7,0,21
07921,4063,3961,3682,68,2,185,1,7,16,102,86,1,0,0,0,10,5,8600000US07921,70402.0,6162.0,4063,3768,69,2,185,1,17
31052,2527,2509,2057,422,6,11,0,1,12,18,14,2,0,0,0,2,0,8600000US31052,26757.0,2835.0,2527,2071,424,6,11,0,3
23235,11937,11772,10075,1390,29,185,2,11,80,165,78,4,1,0,0,67,15,8600000US23235,37789.0,1827.0,11937,10153,1394,30,185,2,78
43201,14980,14616,10460,2794,56,912,9,39,346,364,181,23,7,1,0,112,40,8600000US43201,21053.0,1584.0,14980,10641,2817,63,913,9,151
04086,3424,3392,3294,35,5,27,2,1,28,32,20,1,0,1,0,8,2,8600000US04086,33770.0,2167.0,3424,3314,36,5,28,2,9
16301,7222,7196,7114,33,10,11,4,3,21,26,23,0,1,0,0,1,1,8600000US16301,24825.0,2115.0,7222,7137,33,11,11,4,4
54162,2637,2626,2597,3,17,5,0,0,4,11,9,0,0,1,0,1,0,8600000US54162,28511.0,1461.0,2637,2606,3,17,6,0,1
44224,13971,13884,13301,251,20,227,1,5,79,87,55,3,1,0,0,18,10,8600000US44224,35900.0,1480.0,13971,13356,254,21,227,1,23
01970,17492,16190,15336,345,21,259,5,37,187,1302,353,87,10,5,0,737,110,8600000US01970,35379.0,2036.0,17492,15689,432,31,264,5,774
97850,6622,6504,6220,33,47,57,35,31,81,118,50,4,6,2,1,41,14,8600000US97850,26790.0,1873.0,6622,6270,37,53,59,36,72
10451,14813,7733,375,6826,47,183,1,60,241,7080,2439,815,98,42,6,2987,693,8600000US10451,19116.0,2001.0,14813,2814,7641,145,225,7,3047
64014,8148,7980,7599,209,44,63,8,0,57,168,98,1,3,0,2,56,8,8600000US64014,32365.0,3943.0,8148,7697,210,47,63,10,56
11226,35684,31230,1456,27370,62,847,12,128,1355,4454,955,1572,39,8,5,1450,425,8600000US11226,24798.0,963.0,35684,2411,28942,101,855,17,1578
27401,7494,7314,2054,5065,29,64,1,11,90,180,61,19,2,0,0,90,8,8600000US27401,17442.0,1393.0,7494,2115,5084,31,64,1,101
24450,5740,5706,5311,322,17,37,0,1,18,34,25,2,0,0,0,5,2,8600000US24450,28602.0,3391.0,5740,5336,324,17,37,0,6
34104,8418,7690,7324,193,12,83,1,2,75,728,545,11,6,0,0,135,31,8600000US34104,30266.0,2135.0,8418,7869,204,18,83,1,137
34145,7327,7149,7076,11,5,33,0,3,21,178,160,0,2,0,1,12,3,8600000US34145,58716.0,5128.0,7327,7236,11,7,33,1,15
30180,6514,6453,5751,621,27,20,4,1,29,61,34,1,0,1,0,22,3,8600000US30180,26897.0,2062.0,6514,5785,622,27,21,4,23
48071,13299,13121,11840,304,51,629,4,18,275,178,125,1,6,3,1,32,10,8600000US48071,27689.0,2535.0,13299,11965,305,57,632,5,50
40484,4442,4412,4155,220,7,2,0,0,28,30,20,1,1,0,0,6,2,8600000US40484,21194.0,1713.0,4442,4175,221,8,2,0,6
95376,20687,16251,13101,1031,136,1239,87,50,607,4436,1894,26,68,25,9,2095,319,8600000US95376,26140.0,893.0,20687,14995,1057,204,1264,96,2145
95762,7236,6954,6489,52,30,253,10,18,102,282,179,0,7,6,1,69,20,8600000US95762,53185.0,2610.0,7236,6668,52,37,259,11,87
22030,13160,12325,9880,641,31,1526,3,18,226,835,431,15,5,3,0,320,61,8600000US22030,46182.0,1593.0,13160,10311,656,36,1529,3,338
31707,16955,16785,10703,5820,28,144,4,8,78,170,102,20,3,0,0,42,3,8600000US31707,21667.0,1320.0,16955,10805,5840,31,144,4,50
66701,4992,4950,4703,168,28,16,1,1,33,42,27,2,2,0,0,6,5,8600000US66701,20130.0,1170.0,4992,4730,170,30,16,1,7
28403,13915,13625,11693,1615,53,135,6,10,113,290,156,27,3,1,1,79,23,8600000US28403,25146.0,1534.0,13915,11849,1642,56,136,7,89
43050,10645,10589,10351,88,33,38,3,2,74,56,37,2,1,0,0,12,4,8600000US43050,24093.0,1020.0,10645,10388,90,34,38,3,14
15236,12561,12511,12160,236,5,65,1,3,41,50,35,2,0,2,0,5,6,8600000US15236,33015.0,1391.0,12561,12195,238,5,67,1,8
60542,4166,3899,3629,164,6,73,0,2,25,267,162,2,4,0,1,92,6,8600000US60542,38941.0,5502.0,4166,3791,166,10,73,1,94
13778,2516,2509,2483,4,3,3,0,0,16,7,5,0,0,0,0,1,1,8600000US13778,27425.0,2145.0,2516,2488,4,3,3,0,1
33619,8828,7415,4200,2986,46,45,2,12,124,1413,876,61,5,1,0,374,96,8600000US33619,18502.0,1471.0,8828,5076,3047,51,46,2,386
44104,10774,10719,293,10282,14,8,2,14,106,55,13,30,1,0,1,8,2,8600000US44104,10490.0,700.0,10774,306,10312,15,8,3,22
18071,4013,3953,3929,2,6,3,1,0,12,60,44,0,1,0,0,11,4,8600000US18071,27125.0,2192.0,4013,3973,2,7,3,1,11
23851,5347,5326,2823,2438,9,21,0,3,32,21,5,9,1,0,0,3,3,8600000US23851,25630.0,1816.0,5347,2828,2447,10,21,0,6
85248,14688,13951,13071,270,130,369,8,12,91,737,406,4,24,3,1,265,34,8600000US85248,44077.0,1712.0,14688,13477,274,154,372,9,277
02818,7373,7327,7108,42,5,126,1,3,42,46,29,0,0,1,0,12,4,8600000US02818,57183.0,3990.0,7373,7137,42,5,127,1,15
32084,9314,9135,8571,393,29,62,1,9,70,179,141,2,4,2,1,22,7,8600000US32084,25685.0,1558.0,9314,8712,395,33,64,2,31
30701,10836,10185,9523,505,15,59,3,4,76,651,169,2,6,2,4,446,22,8600000US30701,21149.0,1258.0,10836,9692,507,21,61,7,450
85281,20173,16618,13884,584,348,1282,44,39,437,3555,1501,29,58,12,1,1724,230,8600000US85281,19452.0,1078.0,20173,15385,613,406,1294,45,1763
18049,7117,7063,6892,32,4,105,0,3,27,54,25,2,1,0,0,25,1,8600000US18049,34683.0,1862.0,7117,6917,34,5,105,0,28
29322,2926,2890,2709,153,6,12,1,0,9,36,14,1,1,0,1,19,0,8600000US29322,27499.0,4297.0,2926,2723,154,7,12,2,19
68108,5227,4310,3973,152,57,40,0,2,86,917,289,5,12,2,0,566,43,8600000US68108,17580.0,1326.0,5227,4262,157,69,42,0,568
32134,3490,3450,3340,46,35,2,0,0,27,40,37,0,0,0,0,2,1,8600000US32134,19592.0,2273.0,3490,3377,46,35,2,0,2
87035,2548,1784,1665,15,47,3,3,17,34,764,307,5,13,0,0,379,60,8600000US87035,19799.0,2129.0,2548,1972,20,60,3,3,396
15668,4847,4838,4638,33,2,148,0,1,16,9,6,0,0,0,0,3,0,8600000US15668,48984.0,2846.0,4847,4644,33,2,148,0,4
36832,8472,8392,6154,1951,29,198,2,6,52,80,41,9,0,0,3,24,3,8600000US36832,21675.0,2898.0,8472,6195,1960,29,198,5,30
29715,7679,7600,6887,624,24,26,3,2,34,79,41,2,0,1,0,30,5,8600000US29715,33104.0,1399.0,7679,6928,626,24,27,3,32
68132,6146,5976,5259,430,22,173,1,4,87,170,69,1,2,0,1,84,13,8600000US68132,39227.0,3631.0,6146,5328,431,24,173,2,88
29728,3377,3273,2200,1037,11,9,1,1,14,104,15,4,0,0,0,81,4,8600000US29728,18884.0,2214.0,3377,2215,1041,11,9,1,82
13041,3363,3332,3146,104,28,29,0,2,23,31,20,2,1,0,0,8,0,8600000US13041,35174.0,2355.0,3363,3166,106,29,29,0,10
07417,3322,3246,3029,25,2,173,0,1,16,76,64,0,0,1,0,8,3,8600000US07417,78710.0,6962.0,3322,3093,25,2,174,0,9
48382,6541,6480,6346,34,18,49,0,2,31,61,47,0,1,0,0,12,1,8600000US48382,43410.0,2010.0,6541,6393,34,19,49,0,14
72761,5778,5374,5037,5,199,25,1,1,106,404,197,3,7,0,0,155,42,8600000US72761,21146.0,1276.0,5778,5234,8,206,25,1,156
74467,5446,5375,4266,297,545,8,1,0,258,71,36,0,5,0,0,24,6,8600000US74467,21973.0,1045.0,5446,4302,297,550,8,1,24
30401,4676,4596,2989,1568,9,9,0,5,16,80,22,0,0,0,0,56,2,8600000US30401,17919.0,1491.0,4676,3011,1568,9,9,0,61
98101,5924,5638,4313,525,98,458,12,22,210,286,126,10,8,4,0,101,37,8600000US98101,70914.0,5459.0,5924,4439,535,106,462,12,123
14301,6438,6295,5036,1039,101,30,1,8,80,143,65,12,6,3,2,49,6,8600000US14301,16926.0,1658.0,6438,5101,1051,107,33,3,57
12180,21001,20447,17617,1877,41,628,2,29,253,554,198,61,7,3,1,246,38,8600000US12180,28963.0,1263.0,21001,17815,1938,48,631,3,275
55406,15120,14686,12669,1133,271,236,6,38,333,434,172,8,6,3,1,216,28,8600000US55406,36697.0,1410.0,15120,12841,1141,277,239,7,254
32819,8553,7857,6143,986,13,478,22,32,183,696,493,7,2,5,2,143,44,8600000US32819,39592.0,3434.0,8553,6636,993,15,483,24,175
61032,13636,13477,11967,1297,25,83,4,4,97,159,70,3,1,0,1,69,15,8600000US61032,24939.0,1274.0,13636,12037,1300,26,83,5,73
98948,3555,1799,1111,15,573,20,1,4,75,1756,373,6,26,4,0,1286,61,8600000US98948,14517.0,878.0,3555,1484,21,599,24,1,1290
78628,10005,9401,9109,162,23,36,1,5,65,604,325,2,8,1,2,240,26,8600000US78628,42420.0,2323.0,10005,9434,164,31,37,3,245
28694,2964,2895,2859,18,3,5,0,0,10,69,33,0,8,0,0,27,1,8600000US28694,29747.0,3860.0,2964,2892,18,11,5,0,27
11793,11037,10740,10454,44,4,181,0,6,51,297,246,1,0,1,0,36,13,8600000US11793,48910.0,3070.0,11037,10700,45,4,182,0,42
04210,9772,9725,9534,41,26,41,1,1,81,47,36,1,0,0,0,5,5,8600000US04210,27362.0,1346.0,9772,9570,42,26,41,1,6
68467,3801,3761,3710,19,2,10,1,1,18,40,18,1,0,1,0,17,3,8600000US68467,27208.0,1848.0,3801,3728,20,2,11,1,18
30338,12267,12015,10476,588,17,811,2,11,110,252,185,8,0,4,1,40,14,8600000US30338,52366.0,2513.0,12267,10661,596,17,815,3,51
33540,8227,7963,7630,184,31,53,0,5,60,264,147,5,8,2,0,89,13,8600000US33540,23277.0,2060.0,8227,7777,189,39,55,0,94
08618,13658,13012,3723,8963,26,79,3,18,200,646,223,95,6,1,3,265,53,8600000US08618,21224.0,1059.0,13658,3946,9058,32,80,6,283
61761,15108,14821,13351,1019,26,313,3,9,100,287,151,8,2,2,0,104,20,8600000US61761,27035.0,1232.0,15108,13502,1027,28,315,3,113
53227,10994,10793,10324,154,33,212,1,2,67,201,121,2,2,0,1,59,16,8600000US53227,28638.0,1103.0,10994,10445,156,35,212,2,61
33872,9503,9074,8771,158,15,73,3,5,49,429,312,13,1,2,0,71,30,8600000US33872,25145.0,1846.0,9503,9083,171,16,75,3,76
58102,13198,13063,12450,76,166,243,5,13,110,135,69,4,6,2,1,45,8,8600000US58102,29806.0,1440.0,13198,12519,80,172,245,6,58
45208,8730,8642,7949,476,7,156,1,9,44,88,54,4,0,0,0,23,7,8600000US45208,64309.0,3593.0,8730,8003,480,7,156,1,32
44035,26165,25647,22263,2913,57,111,2,22,279,518,273,19,9,1,0,169,47,8600000US44035,24286.0,734.0,26165,22536,2932,66,112,2,191
76008,2848,2778,2726,12,10,17,0,1,12,70,38,0,2,0,0,27,3,8600000US76008,50137.0,3537.0,2848,2764,12,12,17,0,28
16801,15890,15572,13713,386,12,1282,5,21,153,318,175,11,5,5,0,105,17,8600000US16801,28531.0,1604.0,15890,13888,397,17,1287,5,126
08270,2650,2451,2155,266,5,3,1,0,21,199,96,4,1,0,0,87,11,8600000US08270,27559.0,2056.0,2650,2251,270,6,3,1,87
08753,22983,22206,21433,250,22,363,2,8,128,777,576,10,7,2,1,137,44,8600000US08753,36024.0,1177.0,22983,22009,260,29,365,3,145
